Record Date,Electronic Category Description,Channel Type Description,Tax Category Description,Net Collections Amount,Electronic Category ID,Channel Type ID,Tax Category ID,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2016-01-07,Non-Electronic,Over-the-Counter (OTC),Non-Tax,17843623.12,4,1,1,3,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,84672878.37,2,1,1,9,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - All,Bank,Non-Tax,1038729106.88,1,5,1,11,2016,2,2016,1,1,7
2016-01-07,Electronic Settlement,Mail,Non-Tax,41192491.84,3,2,1,12,2016,2,2016,1,1,7
2016-01-07,Electronic Settlement,Mail,IRS Non-Tax,52490.00,3,2,2,5,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - All,Bank,IRS Tax,886551921.64,1,5,3,8,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,30011529.67,2,1,3,10,2016,2,2016,1,1,7
2016-01-07,Electronic Settlement,Mail,IRS Tax,1147450623.37,3,2,3,13,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,16720694.68,1,1,1,14,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - All,Internet,IRS Tax,3083333884.72,1,3,3,15,2016,2,2016,1,1,7
2016-01-07,Fully Electronic - All,Internet,Non-Tax,609918912.23,1,3,1,16,2016,2,2016,1,1,7
2016-01-06,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,157665.99,2,1,2,4,2016,2,2016,1,1,6
2016-01-06,Non-Electronic,Mail,Non-Tax,1656.90,4,2,1,1,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - All,Internet,IRS Non-Tax,672653.69,1,3,2,7,2016,2,2016,1,1,6
2016-01-06,Non-Electronic,Bank,Non-Tax,1241633.16,4,5,1,2,2016,2,2016,1,1,6
2016-01-06,Non-Electronic,Over-the-Counter (OTC),Non-Tax,14448912.73,4,1,1,3,2016,2,2016,1,1,6
2016-01-06,Non-Electronic,Over-the-Counter (OTC),IRS Tax,281075585.49,4,1,3,6,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,88039644.05,2,1,1,10,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - All,Bank,Non-Tax,837326938.02,1,5,1,11,2016,2,2016,1,1,6
2016-01-06,Electronic Settlement,Mail,IRS Tax,3011849040.40,3,2,3,12,2016,2,2016,1,1,6
2016-01-06,Electronic Settlement,Mail,IRS Non-Tax,17375.00,3,2,2,5,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - All,Bank,IRS Tax,1074210091.13,1,5,3,8,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,39968129.16,2,1,3,9,2016,2,2016,1,1,6
2016-01-06,Electronic Settlement,Mail,Non-Tax,76017590.09,3,2,1,13,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,17591580.94,1,1,1,14,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - All,Internet,IRS Tax,11112556537.98,1,3,3,15,2016,2,2016,1,1,6
2016-01-06,Fully Electronic - All,Internet,Non-Tax,723516178.82,1,3,1,16,2016,2,2016,1,1,6
2016-01-05,Fully Electronic - All,Internet,IRS Non-Tax,1159945.27,1,3,2,8,2016,2,2016,1,1,5
2016-01-05,Non-Electronic,Bank,Non-Tax,2565261.88,4,5,1,2,2016,2,2016,1,1,5
2016-01-05,Non-Electronic,Over-the-Counter (OTC),Non-Tax,26862754.14,4,1,1,3,2016,2,2016,1,1,5
2016-01-05,Non-Electronic,Over-the-Counter (OTC),IRS Tax,241344869.04,4,1,3,7,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,24220699.45,2,1,3,10,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - All,Bank,Non-Tax,2557275768.00,1,5,1,11,2016,2,2016,1,1,5
2016-01-05,Electronic Settlement,Mail,IRS Tax,2204214954.51,3,2,3,13,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,104847.88,2,1,2,5,2016,2,2016,1,1,5
2016-01-05,Electronic Settlement,Mail,Non-Tax,215781780.91,3,2,1,14,2016,2,2016,1,1,5
2016-01-05,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,27500.00,4,1,2,4,2016,2,2016,1,1,5
2016-01-05,Non-Electronic,Mail,Non-Tax,2332.58,4,2,1,1,2016,2,2016,1,1,5
2016-01-05,Electronic Settlement,Mail,IRS Non-Tax,38660.00,3,2,2,6,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - All,Bank,IRS Tax,1206384718.54,1,5,3,9,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,74256820.42,2,1,1,12,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12862468.71,1,1,1,15,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - All,Internet,IRS Tax,3678190209.48,1,3,3,16,2016,2,2016,1,1,5
2016-01-05,Fully Electronic - All,Internet,Non-Tax,693250337.49,1,3,1,17,2016,2,2016,1,1,5
2016-01-04,Non-Electronic,Over-the-Counter (OTC),IRS Tax,236695956.44,4,1,3,6,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,252629.72,2,1,2,4,2016,2,2016,1,1,4
2016-01-04,Non-Electronic,Mail,Non-Tax,495.00,4,2,1,1,2016,2,2016,1,1,4
2016-01-04,Non-Electronic,Bank,Non-Tax,4336641.23,4,5,1,2,2016,2,2016,1,1,4
2016-01-04,Non-Electronic,Over-the-Counter (OTC),Non-Tax,22537927.13,4,1,1,3,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - All,Bank,IRS Tax,16451456258.18,1,5,3,8,2016,2,2016,1,1,4
2016-01-04,Electronic Settlement,Mail,IRS Non-Tax,18735.00,3,2,2,7,2016,2,2016,1,1,4
2016-01-04,Electronic Settlement,Mail,IRS Tax,461143562.29,3,2,3,12,2016,2,2016,1,1,4
2016-01-04,Electronic Settlement,Mail,Non-Tax,60497797.39,3,2,1,13,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - All,Internet,IRS Non-Tax,725947.76,1,3,2,5,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,11254180.42,2,1,3,9,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - All,Bank,Non-Tax,2763973658.12,1,5,1,10,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,73447296.72,2,1,1,11,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - All,Internet,IRS Tax,25604806506.10,1,3,3,14,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - All,Internet,Non-Tax,842090144.11,1,3,1,15,2016,2,2016,1,1,4
2016-01-04,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,60262850.93,1,1,1,16,2016,2,2016,1,1,4
2015-12-31,Non-Electronic,Bank,Non-Tax,1042022.20,4,5,1,2,2016,1,2015,4,12,31
2015-12-31,Non-Electronic,Over-the-Counter (OTC),Non-Tax,22377926.59,4,1,1,3,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - All,Internet,IRS Non-Tax,702157.00,1,3,2,7,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,19748851.94,2,1,3,8,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,163014017.45,2,1,1,9,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - All,Bank,Non-Tax,5104732872.43,1,5,1,11,2016,1,2015,4,12,31
2015-12-31,Non-Electronic,Mail,Non-Tax,320.28,4,2,1,1,2016,1,2015,4,12,31
2015-12-31,Electronic Settlement,Mail,IRS Tax,396291686.17,3,2,3,12,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,199189.00,2,1,2,4,2016,1,2015,4,12,31
2015-12-31,Electronic Settlement,Mail,IRS Non-Tax,30735.00,3,2,2,5,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - All,Bank,IRS Tax,2895805101.49,1,5,3,10,2016,1,2015,4,12,31
2015-12-31,Non-Electronic,Over-the-Counter (OTC),IRS Tax,93251351.79,4,1,3,6,2016,1,2015,4,12,31
2015-12-31,Electronic Settlement,Mail,Non-Tax,40537421.39,3,2,1,13,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - All,Internet,IRS Tax,10085776879.76,1,3,3,14,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,19794508.94,1,1,1,15,2016,1,2015,4,12,31
2015-12-31,Fully Electronic - All,Internet,Non-Tax,681429837.31,1,3,1,16,2016,1,2015,4,12,31
2015-12-30,Non-Electronic,Bank,Non-Tax,1107244.99,4,5,1,2,2016,1,2015,4,12,30
2015-12-30,Non-Electronic,Over-the-Counter (OTC),Non-Tax,28171115.63,4,1,1,3,2016,1,2015,4,12,30
2015-12-30,Non-Electronic,Mail,Non-Tax,15.00,4,2,1,1,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - All,Bank,Non-Tax,1461706105.68,1,5,1,11,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,133758.92,2,1,2,4,2016,1,2015,4,12,30
2015-12-30,Electronic Settlement,Mail,IRS Non-Tax,18610.00,3,2,2,5,2016,1,2015,4,12,30
2015-12-30,Non-Electronic,Over-the-Counter (OTC),IRS Tax,477700301.57,4,1,3,7,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - All,Internet,IRS Non-Tax,814129.75,1,3,2,6,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,97335605.58,2,1,1,8,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - All,Bank,IRS Tax,1297999181.78,1,5,3,9,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,77898168.65,2,1,3,10,2016,1,2015,4,12,30
2015-12-30,Electronic Settlement,Mail,IRS Tax,1725075646.93,3,2,3,12,2016,1,2015,4,12,30
2015-12-30,Electronic Settlement,Mail,Non-Tax,46599193.47,3,2,1,13,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,15382917.71,1,1,1,14,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - All,Internet,Non-Tax,412587804.54,1,3,1,15,2016,1,2015,4,12,30
2015-12-30,Fully Electronic - All,Internet,IRS Tax,10040732638.24,1,3,3,16,2016,1,2015,4,12,30
2015-12-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,138066.08,2,1,2,4,2016,1,2015,4,12,29
2015-12-29,Non-Electronic,Over-the-Counter (OTC),Non-Tax,22347147.94,4,1,1,3,2016,1,2015,4,12,29
2015-12-29,Non-Electronic,Over-the-Counter (OTC),IRS Tax,397621046.17,4,1,3,7,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - All,Bank,IRS Tax,1139383054.79,1,5,3,8,2016,1,2015,4,12,29
2015-12-29,Non-Electronic,Mail,Non-Tax,1878.77,4,2,1,1,2016,1,2015,4,12,29
2015-12-29,Non-Electronic,Bank,Non-Tax,2307528.91,4,5,1,2,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,37830427.11,2,1,1,11,2016,1,2015,4,12,29
2015-12-29,Electronic Settlement,Mail,IRS Tax,625516318.63,3,2,3,12,2016,1,2015,4,12,29
2015-12-29,Electronic Settlement,Mail,Non-Tax,188061910.52,3,2,1,13,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - All,Internet,IRS Non-Tax,1147281.76,1,3,2,6,2016,1,2015,4,12,29
2015-12-29,Electronic Settlement,Mail,IRS Non-Tax,110800.00,3,2,2,5,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,23265935.32,2,1,3,9,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - All,Bank,Non-Tax,2102458023.00,1,5,1,10,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,8776621.15,1,1,1,14,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - All,Internet,IRS Tax,3808667204.33,1,3,3,15,2016,1,2015,4,12,29
2015-12-29,Fully Electronic - All,Internet,Non-Tax,785344511.48,1,3,1,16,2016,1,2015,4,12,29
2015-12-28,Non-Electronic,Over-the-Counter (OTC),IRS Tax,141719299.15,4,1,3,6,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - All,Bank,IRS Tax,7579938856.95,1,5,3,8,2016,1,2015,4,12,28
2015-12-28,Non-Electronic,Mail,Non-Tax,-14277.97,4,2,1,1,2016,1,2015,4,12,28
2015-12-28,Non-Electronic,Bank,Non-Tax,3777106.83,4,5,1,2,2016,1,2015,4,12,28
2015-12-28,Non-Electronic,Over-the-Counter (OTC),Non-Tax,31115763.52,4,1,1,3,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - All,Bank,Non-Tax,2362594497.28,1,5,1,10,2016,1,2015,4,12,28
2015-12-28,Electronic Settlement,Mail,IRS Tax,349307955.02,3,2,3,12,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,221075.29,2,1,2,4,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - All,Internet,IRS Non-Tax,330395.50,1,3,2,5,2016,1,2015,4,12,28
2015-12-28,Electronic Settlement,Mail,IRS Non-Tax,6300.00,3,2,2,7,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,9646009.44,2,1,3,9,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,43168750.49,2,1,1,11,2016,1,2015,4,12,28
2015-12-28,Electronic Settlement,Mail,Non-Tax,68636772.26,3,2,1,13,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,34855135.44,1,1,1,14,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - All,Internet,Non-Tax,710053198.19,1,3,1,15,2016,1,2015,4,12,28
2015-12-28,Fully Electronic - All,Internet,IRS Tax,10728374491.48,1,3,3,16,2016,1,2015,4,12,28
2015-12-24,Non-Electronic,Over-the-Counter (OTC),IRS Tax,134378676.09,4,1,3,6,2016,1,2015,4,12,24
2015-12-24,Non-Electronic,Mail,Non-Tax,200.00,4,2,1,1,2016,1,2015,4,12,24
2015-12-24,Non-Electronic,Bank,Non-Tax,1219271.98,4,5,1,2,2016,1,2015,4,12,24
2015-12-24,Non-Electronic,Over-the-Counter (OTC),Non-Tax,19110351.16,4,1,1,3,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - All,Internet,IRS Non-Tax,358451.15,1,3,2,7,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - All,Bank,IRS Tax,2307440905.52,1,5,3,8,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,33919541.51,2,1,3,9,2016,1,2015,4,12,24
2015-12-24,Electronic Settlement,Mail,IRS Tax,377416819.99,3,2,3,12,2016,1,2015,4,12,24
2015-12-24,Electronic Settlement,Mail,Non-Tax,68767398.53,3,2,1,13,2016,1,2015,4,12,24
2015-12-24,Electronic Settlement,Mail,IRS Non-Tax,56575.00,3,2,2,5,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,77236.00,2,1,2,4,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,72002163.77,2,1,1,10,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - All,Bank,Non-Tax,802747675.97,1,5,1,11,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,21968156.22,1,1,1,14,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - All,Internet,IRS Tax,6313326516.82,1,3,3,15,2016,1,2015,4,12,24
2015-12-24,Fully Electronic - All,Internet,Non-Tax,270527027.43,1,3,1,16,2016,1,2015,4,12,24
2015-12-23,Non-Electronic,Over-the-Counter (OTC),Non-Tax,26504059.42,4,1,1,3,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - All,Internet,IRS Non-Tax,779173.59,1,3,2,7,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,27388419.10,2,1,3,9,2016,1,2015,4,12,23
2015-12-23,Non-Electronic,Over-the-Counter (OTC),IRS Tax,554744780.66,4,1,3,5,2016,1,2015,4,12,23
2015-12-23,Electronic Settlement,Mail,IRS Non-Tax,107935.00,3,2,2,6,2016,1,2015,4,12,23
2015-12-23,Non-Electronic,Mail,Non-Tax,9634.02,4,2,1,1,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - All,Bank,Non-Tax,1163717382.71,1,5,1,11,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,118600.10,2,1,2,4,2016,1,2015,4,12,23
2015-12-23,Electronic Settlement,Mail,IRS Tax,1399883990.04,3,2,3,12,2016,1,2015,4,12,23
2015-12-23,Non-Electronic,Bank,Non-Tax,1596082.26,4,5,1,2,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - All,Bank,IRS Tax,2231356283.77,1,5,3,8,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,85345850.48,2,1,1,10,2016,1,2015,4,12,23
2015-12-23,Electronic Settlement,Mail,Non-Tax,77747415.29,3,2,1,13,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,21755101.96,1,1,1,14,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - All,Internet,IRS Tax,9975602333.12,1,3,3,15,2016,1,2015,4,12,23
2015-12-23,Fully Electronic - All,Internet,Non-Tax,336145828.39,1,3,1,16,2016,1,2015,4,12,23
2015-12-22,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,127505.97,2,1,2,4,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - All,Internet,IRS Non-Tax,600489.85,1,3,2,8,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - All,Bank,IRS Tax,1030008614.67,1,5,3,9,2016,1,2015,4,12,22
2015-12-22,Non-Electronic,Mail,Non-Tax,359.61,4,2,1,1,2016,1,2015,4,12,22
2015-12-22,Non-Electronic,Bank,Non-Tax,2800239.33,4,5,1,2,2016,1,2015,4,12,22
2015-12-22,Non-Electronic,Over-the-Counter (OTC),Non-Tax,14859735.88,4,1,1,3,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,25111673.38,2,1,3,10,2016,1,2015,4,12,22
2015-12-22,Non-Electronic,Over-the-Counter (OTC),IRS Tax,376196476.87,4,1,3,7,2016,1,2015,4,12,22
2015-12-22,Electronic Settlement,Mail,IRS Tax,579955985.54,3,2,3,13,2016,1,2015,4,12,22
2015-12-22,Electronic Settlement,Mail,IRS Non-Tax,81825.00,3,2,2,6,2016,1,2015,4,12,22
2015-12-22,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,141.80,4,1,2,5,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - All,Bank,Non-Tax,1531680577.19,1,5,1,11,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,75779839.87,2,1,1,12,2016,1,2015,4,12,22
2015-12-22,Electronic Settlement,Mail,Non-Tax,181109077.87,3,2,1,14,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,16519477.07,1,1,1,15,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - All,Internet,IRS Tax,2815702613.54,1,3,3,16,2016,1,2015,4,12,22
2015-12-22,Fully Electronic - All,Internet,Non-Tax,2614163156.17,1,3,1,17,2016,1,2015,4,12,22
2015-12-21,Non-Electronic,Mail,Non-Tax,15220.07,4,2,1,1,2016,1,2015,4,12,21
2015-12-21,Non-Electronic,Bank,Non-Tax,4000376.99,4,5,1,2,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,84543.22,2,1,2,4,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - All,Bank,IRS Tax,7849163069.46,1,5,3,8,2016,1,2015,4,12,21
2015-12-21,Non-Electronic,Over-the-Counter (OTC),Non-Tax,32014744.73,4,1,1,3,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,21925470.07,2,1,3,10,2016,1,2015,4,12,21
2015-12-21,Non-Electronic,Over-the-Counter (OTC),IRS Tax,189461075.59,4,1,3,6,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - All,Internet,IRS Non-Tax,1302884.04,1,3,2,7,2016,1,2015,4,12,21
2015-12-21,Electronic Settlement,Mail,Non-Tax,76798457.45,3,2,1,13,2016,1,2015,4,12,21
2015-12-21,Electronic Settlement,Mail,IRS Non-Tax,78408.00,3,2,2,5,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - All,Bank,Non-Tax,1834079306.33,1,5,1,9,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,78561854.39,2,1,1,11,2016,1,2015,4,12,21
2015-12-21,Electronic Settlement,Mail,IRS Tax,417075699.18,3,2,3,12,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - All,Internet,IRS Tax,11139263297.29,1,3,3,14,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,54391171.99,1,1,1,15,2016,1,2015,4,12,21
2015-12-21,Fully Electronic - All,Internet,Non-Tax,480578268.13,1,3,1,16,2016,1,2015,4,12,21
2015-12-18,Non-Electronic,Bank,Non-Tax,1107821.38,4,5,1,2,2016,1,2015,4,12,18
2015-12-18,Non-Electronic,Mail,Non-Tax,370.00,4,2,1,1,2016,1,2015,4,12,18
2015-12-18,Non-Electronic,Over-the-Counter (OTC),Non-Tax,20471857.43,4,1,1,3,2016,1,2015,4,12,18
2015-12-18,Non-Electronic,Over-the-Counter (OTC),IRS Tax,164548351.73,4,1,3,7,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,59859294.84,2,1,1,9,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,21251874.53,2,1,3,10,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - All,Bank,Non-Tax,1668689268.02,1,5,1,11,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,147721.10,2,1,2,4,2016,1,2015,4,12,18
2015-12-18,Electronic Settlement,Mail,Non-Tax,55113325.56,3,2,1,13,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - All,Internet,IRS Non-Tax,682704.33,1,3,2,6,2016,1,2015,4,12,18
2015-12-18,Electronic Settlement,Mail,IRS Non-Tax,17185.00,3,2,2,5,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - All,Bank,IRS Tax,4123281981.95,1,5,3,8,2016,1,2015,4,12,18
2015-12-18,Electronic Settlement,Mail,IRS Tax,204150728.81,3,2,3,12,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,16929217.74,1,1,1,14,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - All,Internet,IRS Tax,9938474253.73,1,3,3,15,2016,1,2015,4,12,18
2015-12-18,Fully Electronic - All,Internet,Non-Tax,315905623.10,1,3,1,16,2016,1,2015,4,12,18
2015-12-17,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,124858.79,2,1,2,4,2016,1,2015,4,12,17
2015-12-17,Non-Electronic,Over-the-Counter (OTC),Non-Tax,18272647.48,4,1,1,3,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - All,Internet,IRS Non-Tax,436191.28,1,3,2,7,2016,1,2015,4,12,17
2015-12-17,Non-Electronic,Over-the-Counter (OTC),IRS Tax,384541271.99,4,1,3,5,2016,1,2015,4,12,17
2015-12-17,Non-Electronic,Mail,Non-Tax,1371.82,4,2,1,1,2016,1,2015,4,12,17
2015-12-17,Non-Electronic,Bank,Non-Tax,1288535.20,4,5,1,2,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - All,Bank,IRS Tax,998140117.61,1,5,3,8,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,20805410.94,2,1,3,9,2016,1,2015,4,12,17
2015-12-17,Electronic Settlement,Mail,IRS Non-Tax,7685.00,3,2,2,6,2016,1,2015,4,12,17
2015-12-17,Electronic Settlement,Mail,IRS Tax,298953774.77,3,2,3,11,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - All,Bank,Non-Tax,1128967417.69,1,5,1,12,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,129545196.44,2,1,1,10,2016,1,2015,4,12,17
2015-12-17,Electronic Settlement,Mail,Non-Tax,61928958.57,3,2,1,13,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,18066611.81,1,1,1,14,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - All,Internet,Non-Tax,295374201.54,1,3,1,15,2016,1,2015,4,12,17
2015-12-17,Fully Electronic - All,Internet,IRS Tax,2943217950.94,1,3,3,16,2016,1,2015,4,12,17
2015-12-16,Non-Electronic,Over-the-Counter (OTC),IRS Tax,149484359.20,4,1,3,5,2016,1,2015,4,12,16
2015-12-16,Non-Electronic,Bank,Non-Tax,1464687.03,4,5,1,2,2016,1,2015,4,12,16
2015-12-16,Non-Electronic,Over-the-Counter (OTC),Non-Tax,13311488.86,4,1,1,3,2016,1,2015,4,12,16
2015-12-16,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,85522.30,2,1,2,6,2016,1,2015,4,12,16
2015-12-16,Non-Electronic,Mail,Non-Tax,399.65,4,2,1,1,2016,1,2015,4,12,16
2015-12-16,Fully Electronic - All,Bank,IRS Tax,7141889788.10,1,5,3,8,2016,1,2015,4,12,16
2015-12-16,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,86100656.85,2,1,1,11,2016,1,2015,4,12,16
2015-12-16,Fully Electronic - All,Internet,IRS Non-Tax,771235.02,1,3,2,4,2016,1,2015,4,12,16
2015-12-16,Electronic Settlement,Mail,IRS Non-Tax,24580.00,3,2,2,7,2016,1,2015,4,12,16
2015-12-16,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,34183283.02,2,1,3,10,2016,1,2015,4,12,16
2015-12-16,Fully Electronic - All,Bank,Non-Tax,847235306.26,1,5,1,9,2016,1,2015,4,12,16
2015-12-16,Electronic Settlement,Mail,IRS Tax,952555961.95,3,2,3,12,2016,1,2015,4,12,16
